"count_code"	"postal_code"	"place_name"	"admin_name1"	"admin_code1"	"admin_name2"	"admin_code2"	"admin_name3"	"admin_code3"	"lattitude"	"longitude"	"accuracy"
"180"	"US"	68037	"Louisville"	"Nebraska"	"NE"	"Cass"	25	NA	NA	40.9967	-96.1948	4
"181"	"US"	44641	"Louisville"	"Ohio"	"OH"	"Stark"	151	NA	NA	40.8477	-81.2595	4
"182"	"US"	37777	"Louisville"	"Tennessee"	"TN"	"Blount"	9	NA	NA	35.8375	-84.0089	4
"183"	"US"	96801	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3278	-157.8294	4
"184"	"US"	96802	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.306	-157.8587	4
"185"	"US"	96803	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.306	-157.8585	4
"186"	"US"	96804	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.306	-157.8585	4
"187"	"US"	96805	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3062	-157.8585	4
"188"	"US"	96806	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3062	-157.8585	4
"189"	"US"	96807	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3062	-157.8585	4
"190"	"US"	96808	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3062	-157.8585	4
"191"	"US"	96809	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3062	-157.8585	4
"192"	"US"	96810	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3062	-157.8585	4
"193"	"US"	96811	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3278	-157.8294	4
"194"	"US"	96812	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3061	-157.8585	4
"195"	"US"	96813	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3179	-157.8521	4
"196"	"US"	96814	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2998	-157.8439	4
"197"	"US"	96815	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2811	-157.8266	4
"198"	"US"	96816	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2887	-157.8006	4
"199"	"US"	96817	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3295	-157.8615	4
"200"	"US"	96818	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3532	-157.9269	4
"201"	"US"	96819	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3488	-157.8759	4
"202"	"US"	96820	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.351	-157.8795	4
"203"	"US"	96821	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2928	-157.7552	4
"204"	"US"	96822	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3117	-157.8298	4
"205"	"US"	96823	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3072	-157.8465	4
"206"	"US"	96824	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2808	-157.7552	4
"207"	"US"	96825	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2987	-157.6985	4
"208"	"US"	96826	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2941	-157.8284	4
"209"	"US"	96828	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.294	-157.8226	4
"210"	"US"	96830	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2841	-157.834	4
"211"	"US"	96836	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2899	-157.8384	4
"212"	"US"	96837	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.315	-157.8633	4
"213"	"US"	96838	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.349	-157.875	4
"214"	"US"	96839	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3206	-157.8126	4
"215"	"US"	96840	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3068	-157.8607	4
"216"	"US"	96841	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3103	-157.8594	4
"217"	"US"	96843	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3055	-157.853	4
"218"	"US"	96844	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.2951	-157.8162	4
"219"	"US"	96846	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3206	-157.8699	4
"220"	"US"	96847	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3022	-157.8443	4
"221"	"US"	96848	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3206	-157.8126	4
"222"	"US"	96849	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3341	-157.9172	4
"223"	"US"	96850	"Honolulu"	"Hawaii"	"HI"	"Honolulu"	3	NA	NA	21.3095	-157.863	4
"224"	"US"	35648	"Lexington"	"Alabama"	"AL"	"Lauderdale"	77	NA	NA	34.9559	-87.3935	4
"225"	"US"	30648	"Lexington"	"Georgia"	"GA"	"Oglethorpe"	221	NA	NA	33.8799	-83.0858	4
"226"	"US"	61753	"Lexington"	"Illinois"	"IL"	"McLean"	113	NA	NA	40.6357	-88.8062	4
"227"	"US"	47138	"Lexington"	"Indiana"	"IN"	"Scott"	143	NA	NA	38.6523	-85.6252	4
